0,역대급 배짱장사 가지마세요 응대 진짜 빵점,4.5
1,0점이 없네요. 자리있대서 갔더니 당당하게 없다고. 같이 간 사람들은 무슨 죄에요?,4.5
2,이게 38000원짜리 사시미라니..ㅎ 덜 시끄러워서 좋았다,2.5
3,구냥구냥 무난무난. 룸으로 되어있어 모임장소로는 좋은듯,4.2
4,응대가 좀 너무하네요 강남이라지만 이건 좀 아닌거같네요,4.0
5,음식이 맛있습니다.싸구려 술집가기엔 이제 나이가 차버렸는데,4.6
6,어른들도 대접하기에 좋고 진지한 술자리에도 좋아요.,4.1
7,사장님 역대급 불친절합니다.깜짝놀랬네요.,3.7
8,음식 맛도 매장 분위기도 좋았습니다. 직원호출도 빠릿하게 반응해서 좋더군요!,3.7
9,사장님인지 누군지 모르겠지만 되게 불친절했어요,3.8
10,안주맛은 보통이고 술시키면서 사장으로 보이는 분에게 핸드폰 충전 부탁하니까 카운터에 직접 가서 하라고 하니 기분이 좀 상하네요 사장님은 불친절합니다,3.8
11,일단 안에가 많이 덥습니다. 후텁지근하고,3.4
12, 얼음물 마실 때를 제외하고는... 4시간 정도 있었는데 10시 이후부터는 땀이 줄줄 날 정도였어요. 음식은 soso,1.0
13, 가격대비 엄청 좋고 맛있다기 보단 그냥 무난하게 칸막이 값을 하는가보다 합니다. 물티슈 달라고 했는데 인원(4명)에 맞춰 안주시고,3.7
14, 2개만 딱 주시는 센스ㅡ..ㅡ  이 가격에 그냥 다른 지점 가는게 좋을 듯요.,4.0
15,2개층 규모. 사람 바글바글.그래도 강남쪽 다른 이자카야에 비핸 조용한 편.근데 청소를 깨끗히 안하는 듯..창가에 먼지도 많고 테이블에도 덕지덕지 때가 많음;,3.3
16,분위기 좋은 이자카야. 6명이서 갔는데 딱 좋았음,3.8
17,가격은 비싸고 안주 3개 시켰는데 다 실패했어요,1.0
18,프리미엄 이자카야라더니 진짜 프리미엄이네분위기 너무좋고 안주도 기대 안했는데 진짜 맛있게 요리하는집. 직원들도 친절하다.,4.4
19,강남에서 조용한 룸 술집을 찾는다면 굿!친절 및 응대도는 아쉽,4.2
20,맛있고 분위기 좋음,3.4
21,프라이빗 하고 조용합니다. 너무 시끄러운 장소 지양 하시는 분에게 추천,3.5
22,굿,2.0
23,분위기굿~~,3.0
