0,씹는 맛이 좋습니다~!,4.4
1,줄서있는데 재촉하듯이 그래서 얼떨결에 주문하고 바로 바꾸려했는데 주문 이미 들어가서 안 된다고..😕,3.3
2,좋았어용 ! 재방문의사 100000%%%,3.8
3,맛있어요가끔 생각나는 맛!웨이팅 많은 것만 빼면 종종 가고싶은 곳 입니다~~,3.7
4,극찬이 주를 이루어서 기대한곳이지만 먹고나서는 물음표를 가득 달고나옴,4.0
5,돈가스 여기만 감,4.9
6,최.애 돈까스살살녹아여,3.4
7,좀 느끼해요ㅠ,3.0
8,맛남,4.4
9,인생 최고의 돈가-스 였읍니다,2.4
13,리뉴얼하고나서는 처음 방문이었는데 예전이랑 맛도 똑같고 좋아요,4.6
14,진짜 다시는 가고 싶지 않은 곳안심카츠에서 머리카락나옴 미안하다는 말 한마디 없이 갑자기 주방으로 가더니 다시와서 한조각재조리해드릴까요? 어찌됐든 사과가 먼저 아닌가생각이 듬 입맛버려서 그 자리에서 바로 나옴,4.5
15,분위기 좋고 안심돈까스 부드럽고 맛있네요. 20-30분 웨이팅 있었음.,1.0
16,대학로점보다 더 맛난 듯?,5.0
17,역시 찐 맛집,4.3
18,최고의돈까스,4.0
19,첨 갔을땐 음 갠찮은데 싶더니 반복해서 갈수록 별로.. 장국도 고기국이라 느끼하고 안심이 언젠가부터 피맛? 같은게 나고 별로임 가격 대비 그냥 그럼..  내방에 있는 ㅇㅈㄷㄱㅅ가 더 맛있겠다..,3.8
20,웨이팅 있는 것에 비해 정말 그냥저냥이었어요ㅠ카레도 보통이었습니다위생은 정말 좋아보였고 깔끔해보였어요남자친구는 등심돈까스 먹었는데 좀 느끼했다고 ,5.0
22, ㅠ,5.0
23,친절했고 맛도 있었음!,4.4
24,불친절 맛도없음,3.8
25,2021 여름 카운트 보는 여자 싸가지가 없었다 서빙 여자도 싸가지고 없었고      대기하는 손님있고 이름좀 있다 싶으면 손님들 별로 귀하게 생각안함    돈 까스 느끼함    저런류 돈까스 집은 널리거 널려서 재방문 안할것임,2.7
26,등심은 약간 냄새나요,1.7
27,등심,3.3
28, 안심은 최고예요. 다른 메뉴는 그냥 그래요,2.3
