0,적극 추천합니다.,5.0
1,네. 청담신의주는 발렛주차도 해줍니다. 네. 차끌고가면 안전하게 주차해줘요. 진짜 쩔지않스니까. 괜히 기분좋아서 간단하게 먹으려는거 그이상 먹게되네요.,3.0
2,24시간 영업이라 개꿀임~~~~근처에서 술 진탕마시고 새벽에 집들어가기전에 해장하고 들어가는 필수코스임. 하도많이가서 이모님이 주문안해도 알아서 가져다주실정도임ㅋㅋㅋㅋㅋㅋㅋㅋ,3.5
3,샵 영업후에 필수코스임ㅋㅋ 울 쌤들 여기만가면 그냥 네발로기어나갈정도로 술들이부으심ㅋㅋㅋㅋㅋㅋㅋㅋ순대국은괜찮다면서 계속마시는데 담날에 진짜 노답임,3.0
4,순대국보다 살짝 값이 더 나가는 술국… 하… 술깨러갔다가 술먹게만드는 마약같은녀석… 진ㅉ ㅏ순대국먹지말고 술국드세요.. 이게진리임…,3.0
5,"울아들이 좋아하는 순대~ 엄마로써 당면순대보단 고기순대가 낫겠다싶어서 종종 포장해서 먹여요 ^^~ 식어도맛있고, 따로 입맛에맛게 순대볶음으로도 활용되니 굿굿입니다요 ㅎㅎ",3.0
6,"옆테이블 모듬순대먹는거보고 비주얼대박이라 주저없이 주문추가!!ㅋㅋㅋㅋ(이때이미 순대국먹는중이였음) 다먹지도못하고 포장했지만, 진짜 순대종류가 이리많은거 처음봤어요!! 오징어순대짱!",3.0
7,인터넷평으로는 꽤나 많은 욕을 보유하고있지만 그만큼 단골도많은 인기만점순대국집임. 그냥 새벽에 출출한데 밥만먹고가고싶을떄 가면 딱임,3.5
8,클럽에서 놀고 아침밥먹고가기좋아요 ^^~ 놀다보면 막차는무슨 ㅎㅎ 첫차타고가야하는데 사실 그때까지 갈곳이 마땅치가않던지라 일부러 여기까지와서 그냥 밥한그릇먹고가요,3.5
9,"다들 거의 해장하러오는덴가봐요 ㅋㅋㅋㅋㅋㅋㅋ나만그런줄알았넼ㅋㅋㅋ 24시간 풀영업이면 손님없으면 거의 음식재탕하고그런데가 많던데, 여긴올때마다 그런느낌이 전혀안들어서 더자주오는거같아요",3.5
10,이곳이모님들 화끈하게 성격들있으세옄ㅋㅋㅋㅋㅋㅋㅋㅋㅋ그래서 친절함은 기대하짐마세염ㅋㅋㅋㅋㅋㅋㅋ걍 구냥 쿨하게먹다나오는게 기분좋을거임,3.0
11,전국적으로 꽤 매장이있는 순대국유명한체인점 ㅎㅎㅎㅎ 그중에청담점은 24시간하더라구요 ㅎㅎㅎ 저희동네는 12시전엔문닫던데. 신기했어요. 신의주 순대국은 역시맛있어요,3.0
12,"순대 따뜻할때먹는게 맛있다곤하는데, 저는 식어서도맛있었어요!!! 그 뭐지? 어떤순대는 약간매콤했는데 완전 제취향이였어요 ㅠㅠㅠ!!!!! 모듬순대안에있떤데 이름뭔지아시는분??",3.5
13,그냥순대말고 수육도 개꿀임. 고기잡내하나도안나고 진짜 입에살살녹음. 여기 깍두기가워낙에맛있어서 순대국먹다가 질리면 수육먹기도함. 개졸맛임 리얼,3.0
14,늦은새벽에도 시끌버쩍한게 정겨운분위기도 느껴지니 좋아요. 불경기라 어느식당이나 장사가 잘 안될텐데 이곳은 항상 사람이 많이 들락거리네요~,3.5
15,"식기류도 깨끗하고, 테이블에 냄새도안났음!! 이것만해도 충분히 대만족!",3.0
16,퇴근후 한잔하기 좋은맛집. 소소한메뉴라 가격부담이 덜한편,3.0
17,점심시간만 되면 사람들이 바글바글한 장소! 청담본점이라던데 다른곳보다 더깔끔합니다,5.0
18,큼직한 복간판이 있는 곳에 위치해있어서 첨엔 잘못왔나 싶었어요 ㅎㅎ,4.0
19,건더기가 실하게 듬뿍들어있어요. 좀더 칼칼한맛이 맛있었어요,4.0
20,순대국 좋아하는 한사람으로써 육수에 조미료 맛이 많이나서 별로 좋아하지않아요 다 못먹고나왔네요ㅡㅡ,1.0
21,우연히 먹으러갔따가 연예인봤어욯ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ,5.0
22,"친구덕분에 자주오게된 이유도있지만, 개인적으로 입맛에 잘맞는곳",3.0
23,"가격대는 다른곳보다 1-2천원차이인데, 양은 그이상이에요! 무지무지많네요",4.0
24,다대기가 들어가있는상태로 끓여져나와서 따로 빼고싶을땐 미리말해야해요!,5.0
25,저번에가고 또이번에도 갈예정 ^^ 한달에한두번씩가도 질리지않는맛~*,4.0
26,서비스는 갈때마다 아쉬운데.. 그나마 직장근처에 제일먹을만한데라..,4.0
27,"비슷한 이름은 많이들어봤는데 ,청담점에있는건 딱 1개뿐인매장! 그래서 이맛은 청담에서만 맛볼수있다는것!",4.0
28,청담에서 24시간 구애받지않고 밥먹기좋은장소. 청담치곤 가격은괜찮은듯,4.0
29,순대크기고 큼직하니 속 내용물이 어설프지가않았어요. 이따금씩 생각날때면 먹을만합니다,3.0
30,순대국 치고는 살짝 비싼데 자꾸손이가요.. 은근 매장이커서 테이블간격넓은게 맘에듭니다,3.0
31,점심은 맛있는 순대국! 순대국은 이집이 제일 맛있는거 같아요!,5.0
32,맛있습니다. 국물속에 밥알같은것은 당면일거라 믿지만 먹는내내 좀 찝찝했습니다. 담백한맛은 다진마늘이 다량 들어있어서 꽤 맛있습니다. [호텔M의 맛집탐방],4.0
33,돈코츠라멘좋아하시는 분들은 단백한순대국에 부추와 매운새우젓을 적절히 섞어 드시면 맛있습니다. [호텔M의 맛집탐방],4.0
34,지하 확장 예약공간 가능. 02-511-9081,4.0
35,예전 그맛과는 좀다르다 .... 곱창도 들었었는데 어느새 머릿고기만...,4.0
36,여름철 갈 곳이 못됨. 업소용2 가정용1 에어컨 달랑 3개로 1층 공간을 다 커버하는건 완전 무리!,3.5
37,예전보다 맛없음 비추!,4.0
38,깎두기가 살아있뉑 아주,3.5
39,좋은 맛이었음,4.0
40,순대국을 9000원이나 받으며 양파 고추를 돈받고 파냐.  5000원짜리 순대국도 공짜로 주는데,4.0
41,순대국 속 고추장양념(속칭 다대기-_-) 전부 다 풀면 짜고 맵고 그래용... 밥공기 뚜껑에 조금 덜어내고 풀어드시면서 취향에 따라 조절해서 드시길 추천... 과도한 나트륨섭취도 막을 수 있을 듯 합니다 :),4.0
42,순대는 맛나지만 야채철판볶음에 순대가 너무 없어서 맘에 안들어. ㅜㅜ 가격도 비싸.,4.0
43,순대국에 순대 달랑 하나,3.5
44,점심 여기서 머그까?ㅋ,4.0
45,소개받고 왔는데 맛있어요,3.0
46,순대국밥 괜춘해요~^^ 가격은 그닥 착하지 않고 발렛파킹비 준비필수!,4.0
47,개맛있음 냠냠 우걱우걱 처묵처묵 새우젓은 조금만,3.5
