0,넘맛.. 그리고 친절하세요....,3.4
1,라제비 기대하고 드시면 별로일수도 있지만 육천원에 한끼 채우기 너무 좋아요~ 두번 먹으러 올 느낌은 아니네용 ㅠㅠ,4.0
2,떡라면이랑 야채김밥 기본맛이다라제비랑 장원김밥(소고기)가 인기메뉴다들 그거만 먹는다!떡라면35 야채김밤35라제비55 장원김밥40+ 라제비 60으로 올랐다 맛있다장원김밥도 맛있다,4.4
3,…,2.3
4,특색있네요.,4.3
5,강남에서 김밥 먹고싶어 찾아간 곳.다들 혼밥 하고 있구 웨이팅이 꽤나 있음 ㅜㅜ대신 줄이 엄청 빨리 빠짐!!!그리고 대기하면서 미리 주문,3.6
6, 결제까지 완료 ㅋㅋㅋ주문 안꼬이게 하시는게 신기...다들 라제비를 드시길래 우리도 라제비 ㅎㅎ 맛있당김밥에 라제비 먹었더니 든든~~~물그릇=된장국그릇=스뎅국사발인건 좀 특이했어요 ㅋㅋㅋ,1.7
7,아침 8시 30분에도 열려있어요~!,4.2
8,변치 않게 오래오래 맛있는 곳,4.7
9,라제비 드세요. 사람 짱 많아요 라제비..맛있어요 ㅎㅎㅎㅎㅎㅎㅎ,3.6
10,라제비 김볶 굿….. 마음의 안식처근데 김밥 전체적으로 다 사이즈가 약간 짧은?것 같고 참치김밥에 참치가 그리 많이 들어가는 편이 아니고 계란이 엄청 얇게 조금 들어가는건 함정이에요할머님 몇 분이 하셔서 위생은 기대를 안 했는데 반찬 재활용도 안 하고 바로 짬 모으는 곳으로 버리시더라구요반찬 깍두기 주시는데 좀 단 편. 라면건져먹을땐 같이먹으면 살짝 시원시큼해서 맛있었어요아래 리뷰대로 메뉴 두번정도 잘못나옴.. 선불이라 그런것같긴 한데 한두번이야 ㅇㅋ하지 계속그러면 좀 문제있는…김밥은 거의 바로 나왔고 라제비 김볶은 시간이 은근 걸렸어요 김밥 나온 후 한 15분 정도?수제비도 생각보다 많이 들어있어서 다먹으면 배부름 비오는날 추운날 강남 신논현 일대에서 이거만한게 없음…,3.0
11,특별한 맛은 아니어도 라제비가 좋다,3.7
12,쉽게 맛볼 수 없는 라제비를 먹을 수 있는 곳 츄릅,3.5
13,다녀본 김밥 집 중에 최고임특히 참치김밥 라제비 강추!!!!!가성비 짱!!!!,4.7
14,메뉴 다 맛있어용~ 혼밥하기 좋아요!,4.5
15,한번 가고 다시는 안가는곳중 하나... 주문한걸 몇번이나 잘못 갖다주는지..,5.0
16,"강남역에서 나쁘지 않은 가격으로 한 끼 먹을 수 있는 곳입니다. 직원분들도 다 친절하시려고 하시는 것 같긴한데 바쁘실 때는 테이블마다 어떤 주문을 받았는지 좀 적어두고 일을 하셨으면 합니다.저 혼자서 라제비 하나를 시켰는데 시간이 좀 걸리더군요. 주문이 많이 밀려서 그런 거라고 생각하고 기다렸는데 기다리는 동안 2번이나 계속 제 테이블에 다른 메뉴를 갔다놓고 가시려고 하셨어요. ""저 라제비 시켰어요.""를 몇 번을 말했는지...나중에보니 라제비 주문 받은 거 한 번에 끓이셔서 한 번에 내오시는 것 같던데",4.9
