0,영업시간에 속지마세요,1.0
2, 쫓겨났노^^,3.2
3,그냥 생각하는 그맛에 충실한데 강남 갔다가 알 좋아하면 갈만하다,3.0
4,맛은 있었는데 남자 알바생 고객 대응이 너무 불친절하고 싸가지없어서 기분 나빴네요. 남자 사장님은 정말 친절하셨는데 알바를 바꾸든가 하셔야할듯.+ 음식에서 머리카락 나왔음. 주방분은 음식 만들때 머리를 깔끔하게 묶거나 모자라도 쓰셨음 좋겠어요.,3.4
5,10년도 전에 처음 갔었고 종종 친구들과 생각나서 들르는 곳입니다.그동안 입맛이 변했는지 이젠 떡볶이 소스에 볶은 알곤이로밖에는 느껴지지 않네요2층 서버는 왜이리 불친절한지…과거의 영광에 존경을 표하며 별3개 드립니다.,1.0
6,큰 알이 매력적인 곳2시간 제한,1.0
7,메뉴 강매하고 2층에 직원 한분이 다른 직원분한테 계속 짜증내고 뭐라뭐라 하시더라구요 기분 좋게 먹으러 갔다가 기분 나빠져서 나왔어요 찜 시켰는데 다른 테이블이랑 다르게 전골마냥 물도 많았어요 다신 안 가요,1.3
8,맛은 맛있습니다. 근데 여자사장인지 짜증내고 너어어어무 별루입니다. 맛있지만 다신 안옵니다. 위생도 별로에요,4.3
9,무슨 맥주가 6천원이다냐..,4.7
10,알찜 대자 먹다가 바로 알추가 곤이추가 해서 먹었습니다 볶음밥은 인당하나씩으로해서 시키시길 추천드려요 너무너무 맛있어요 테이블링 원격줄서기 꼭 하시고 가세요 테이블링 걸어두고도 금요일저녁 두시간 기다렸습니다,4.1
11,최애 알찜,4.6
12,곤이가 생각보다 적어서 아쉬웠지만 적당히 매콤하고 맛있었어요!,3.2
13,직원분은 불친절하나 맛이 너무 친절함매콤+알,4.4
14,곤이 가득 짱맛,2.3
15,깨끗한 숟가락 찾느라 혼났음ㅋㅋㅋㅋ 진짜 위생은 보이는데로 너무 더러움맛은 그냥저냥맛있게 매운건지 매워서 매운건지,3.9
16,강남역에서 맛집을 대라고 하면 1순위사실 진부하지 않은 메뉴,3.8
17, 맛,3.2
18, 노포 분위기 어느하나 빠지지 않음전보다 살짝 매워진 것 같은데 오히려 좋아!!,4.6
19,맛집인건 인정하는데 사장님 직원들의 서비스 태도는 개선이 필요하다고 생각합니다. 죄송하지만 직원분태도 덕에 매우 불쾌했고 있는 동안기분 좋은 식사는 전혀 아니였어요.,4.5
20,좀 맵긴 하지만 알 많고 맛있어요,4.3
21,알찜 맛있는데 볶음밥은 맛없다는 후기에 공감 ㅋㅋ 근데 알찜이 맛있음!! 생각남,4.5
22,최악...밥이 제대로 안 되서 말했는데 대꾸없음ㅎㅎ,3.7
23,소주 호록호록 잘 넘어감알찜이 맛있는데 이상하게 볶음밥은 맛이 없는 집,4.6
24,알탕 안 좋아한다규 생각한건... 내 착각이어따,4.4
25,알찜 드세요. 술이랑,4.0
26,냥생 ,4.5
28, 29년차,2.6
30, 이토록 곤이와 알이 부드러운 곳은 여기가 짱이다냥,4.0
34, 술이 아주 꼴딱꼴딱 물처럼 마실 수 있는 맛이니 조심해라냥,3.8
36,곤이요...? 제가 아는 알찜 중 최고였어냥,3.3
38,먹을 쑤 있쒀!!!!!,4.6
39,"재료가 어떻게 된건지 먹고나서 1시간 있다가 곧바로 화장실행! 심지어 토까지 같이함. 일행도 똑같은 증상.다 비운 줄 알았는데 5시간 있다가 또 화장실행맛이고 뭐고 간에 위생엔 뭔가 있다고 생각함서비스 마인드도 부족함. 뭘 주문하면 알겠다라던지 대답을 해줘야 하는데 볶음밥 주문한다는 말만 3번했는데 답변 한 번도 없다가 4번째엔 ""네 이것만 하고요"" 라고 답변하던데 기분만 잡침",3.2
40,맛있습니다! 다만 사람이 너무 많아서 슬픔..,1.5
41,맛은진짜 그 어딜가도 이만한 집 찾기 힘들정도로 너무 좋아요! 좀 북적이고 분위기는 찾으면 안되지만 그냥 너무 맛있어서 갑니다,1.5
42,존맛탱,4.3
43,종업원에 따라서 불친절하기도 함 친절은 기대안하고 갔고 일단 맛있어서 4점,3.9
44,살면서 부정적인 리뷰는 또처음써봐옄ㅋㅋㅋ진짜 서빙아줌마 너무 불칠절함 미쳤음 10시50분까지고 마지막 오더9시 50분이라고 써놓고 손님들 다 10시 20분에 손님들 다 내쫒으심…ㅋㅋㅋㅋㅋㅋ운영시간을 변경하시던지 하시지..…10분마다 재촉하시는데 밥을 제대로 먹을수가없었어요 진짜 기대하고 간건데…,4.0
